"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"1853","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","56.19"
"1853","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","71.84"
"1854","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","861.95"
"1854","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.86"
"1855","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1855","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","8"
"1856","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","61.31"
"1856","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","209.22"
"1857","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","861.82"
"1857","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.82"
"1858","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1858","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","7.97"
"1859","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","53.63"
"1859","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","129.92"
"1860","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","871.68"
"1860","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","42.11"
"1861","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1861","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","7.94"
"1862","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","65.28"
"1862","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","123.62"
"1863","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","861.70"
"1863","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","42.11"
"1864","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1864","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","8.10"
"1865","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","54.40"
"1865","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","134.18"
"1866","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.33"
"1866","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.86"
"1867","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1867","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","8"
"1868","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","62.72"
"1868","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","183.04"
"1869","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","861.44"
"1869","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.86"
"1870","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1870","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","8.06"
"1871","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","50.56"
"1871","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","217.34"
"1872","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","865.54"
"1872","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.76"
"1873","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1873","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","7.97"
"1874","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","62.21"
"1874","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","149.41"
"1875","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","861.57"
"1875","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.86"
"1876","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1876","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","8.03"
"1877","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","60.80"
"1877","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","189.70"
"1878","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","861.06"
"1878","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.79"
"1879","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.50"
"1879","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","8.67"
"1880","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","50.30"
"1880","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","175.30"
"1881","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","861.95"
"1881","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.95"
"1882","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1882","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","8"
"1883","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","59.78"
"1883","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","179.39"
"1884","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","861.70"
"1884","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.89"
"1885","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.29"
"1885","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","8.06"
"1886","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","72.96"
"1886","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","180.58"
"1887","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","862.08"
"1887","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.86"
"1888","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.30"
"1888","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","8.19"
"1889","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","90.75"
"1889","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","235.07"
"1890","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","861.82"
"1890","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.98"
"1891","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1891","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","8.10"
"1892","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","59.01"
"1892","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","167.26"
"1893","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","862.21"
"1893","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.92"
"1894","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1894","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","7.94"
"1895","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","62.21"
"1895","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","261.41"
"1896","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","861.57"
"1896","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.89"
"1897","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1897","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","8"
"1898","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","63.23"
"1898","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","183.58"
"1899","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","873.98"
"1899","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.92"
"1900","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1900","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","7.94"
"1901","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","52.35"
"1901","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","116.67"
"1902","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","864.13"
"1902","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.86"
"1903","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
"1903","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","7.94"
"1904","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","79.62"
"1904","99252","python3.12","127.0.0.1","kernelBuildHusimiWindowed(double2 *, const double2 *, int, double, int, double, unsigned long, const int *, const int *)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","195.26"
"1905","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Kbyte","863.36"
"1905","99252","python3.12","127.0.0.1","void vector_fft<1024, EPT<16>, 1, 7, 70, 0, 2, 0, unsigned int, double, HostConfigPlaceholder>(kernel_arguments_t<T9>)","1","7","(64, 1, 1)","(51, 1, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","us","41.66"
"1906","99252","python3.12","127.0.0.1","kernelAccumHusimiPower(double *, const double2 *, int)","1","7","(256, 1, 1)","(204, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","Mbyte","1.26"
